channel,mean,rms,meanerr,rmserr,tv
134,2440.51,6.32767,0.218666,0.232492,9754
217,2365.07,15.3519,0.355458,0.393855,9754
135,2356.57,7.22451,0.213095,0.295337,9754
216,2460.15,22.6354,0.589483,0.712635,9754
136,2397.85,6.35745,0.218522,0.210539,9754
215,2398.86,2.13602,0.10731,0.0571661,9754
137,2363.11,9.95091,0.38421,0.248914,9754
214,2456.83,2.30508,0.0178004,0.0583563,9754
138,2461.64,6.86702,0.234856,0.24339,9754
213,2439.26,2.95033,0.0811488,0.0726689,9754
130,2609.34,9.22301,0.272534,0.270573,9754
414,621.265,7.17686,0.17164,0.164047,9754
415,622.565,7.35567,0.226109,0.151454,9754
416,587.932,6.81467,0.180893,0.128373,9754
417,571.858,7.9401,0.215081,0.165854,9754
418,601.154,7.04557,0.203797,0.15737,9754
419,583.969,6.33307,0.152282,0.168171,9754
420,550.931,7.36123,0.193245,0.206334,9754
421,592.747,6.4581,0.180806,0.156566,9754
422,537.032,5.90611,0.157491,0.156127,9754
423,591.891,6.41148,0.180344,0.142698,9754
424,617.693,6.60223,0.198379,0.157557,9754
425,601.918,6.29411,0.190056,0.159845,9754
426,632.511,7.03934,0.282813,0.202962,9754
427,672.309,6.80168,0.210024,0.165741,9754
122,2377,9.13605,0.329732,0.267565,9754
139,2597.68,18.4379,0.356675,0.33747,9754
400,602.667,7.56451,0.199511,0.157852,9754
401,662.651,13.7676,0.313719,0.349727,9754
402,535.672,7.30636,0.194043,0.20718,9754
403,585.819,6.18324,0.157116,0.14564,9754
404,558.247,7.84091,0.243054,0.132192,9754
405,567.72,8.46153,0.304836,0.271615,9754
406,563.276,7.29557,0.231938,0.2023,9754
407,591.821,6.83561,0.155539,0.137728,9754
408,559.728,7.50788,0.182308,0.145587,9754
409,530.663,6.69678,0.20439,0.136943,9754
410,2161.5,1.2002,0.042919,0.0240944,9754
411,586.137,6.5588,0.18554,0.118894,9754
412,617.496,7.99605,0.139221,0.154486,9754
413,627.77,9.26132,0.250157,0.17873,9754
131,2538.11,8.63125,0.363378,0.301054,9754
239,2532.44,11.0935,0.310211,0.228768,9754
238,2383.73,10.0447,0.226629,0.200311,9754
114,2458.42,5.88536,0.212908,0.221974,9754
237,2493.42,9.855,0.263236,0.270263,9754
115,2302.43,6.80931,0.227258,0.206505,9754
236,2258.44,10.0501,0.209888,0.217819,9754
116,1839.46,2.12529,0.0833438,0.0390571,9754
235,2387.3,10.5207,0.207621,0.190455,9754
117,2244.76,6.08171,0.155526,0.226814,9754
234,2343.58,11.1839,0.198678,0.300132,9754
118,2269.14,5.88762,0.195452,0.211243,9754
233,2310.21,12.7081,0.188657,0.270525,9754
119,2353.45,6.95426,0.259263,0.24682,9754
232,2307.66,12.7571,0.254208,0.275644,9754
120,2345.03,6.78588,0.188497,0.230468,9754
231,2408.27,12.9945,0.368112,0.272143,9754
248,2546.74,16.003,0.343499,0.417618,9754
105,2395.05,10.4179,0.259783,0.245626,9754
247,2393.51,11.7153,0.211813,0.300221,9754
106,2293.41,2.23165,0.115776,0.0696961,9754
246,2322.72,10.9733,0.197997,0.306436,9754
107,2321.42,16.7423,0.386052,0.448837,9754
245,2331.92,11.856,0.245361,0.292375,9754
108,2344.52,8.51343,0.249866,0.247286,9754
244,2370.5,12.1281,0.267296,0.272545,9754
109,2407.74,7.68034,0.215153,0.20923,9754
243,2348.93,12.2829,0.241015,0.329845,9754
110,2362.46,8.52198,0.160768,0.348474,9754
242,2349.48,13.0911,0.236321,0.358007,9754
111,2443.06,6.66238,0.141399,0.222953,9754
241,2438.98,12.143,0.252966,0.258572,9754
240,2479.76,12.6202,0.241859,0.388145,9754
121,2592.44,9.38739,0.284461,0.321245,9754
428,577.029,6.694,0.15785,0.183527,9754
429,612.521,7.66494,0.21772,0.198742,9754
430,523.756,5.5253,0.118469,0.122013,9754
431,585.707,5.89475,0.132458,0.172331,9754
432,552.179,6.13922,0.142113,0.156999,9754
433,517.069,5.97214,0.124504,0.170492,9754
434,524.262,6.21406,0.135361,0.130198,9754
435,443.119,7.16302,0.143183,0.18315,9754
436,492.08,6.97891,0.147139,0.140688,9754
437,505.903,9.86405,0.213512,0.265048,9754
438,482.105,7.12111,0.153542,0.165302,9754
439,521.249,5.90757,0.115747,0.147537,9754
440,502.738,8.59622,0.192489,0.221603,9754
441,554.577,6.87476,0.138525,0.158847,9754
113,2335.95,7.37365,0.216783,0.262373,9754
112,2612.47,10.0438,0.239471,0.319135,9754
442,563.035,7.18288,0.209145,0.24849,9754
443,499.111,6.41441,0.134509,0.171133,9754
444,470.317,6.46788,0.159861,0.174942,9754
445,470.193,5.91903,0.135096,0.121958,9754
446,452.14,5.93332,0.127946,0.191618,9754
447,432.285,6.12245,0.148864,0.280147,9754
448,469.544,6.15303,0.150359,0.145647,9754
449,433.687,5.73819,0.149991,0.138669,9754
450,408.917,5.78096,0.136213,0.169746,9754
451,409.137,5.77451,0.152176,0.153892,9754
452,401.793,6.36992,0.13815,0.157894,9754
453,452.528,6.78451,0.151494,0.213433,9754
454,484.775,7.94262,0.171483,0.174531,9754
455,563.15,7.50547,0.205393,0.192205,9754
104,2410.79,19.0585,0.280837,0.398682,9754
266,2634.57,8.13222,0.268766,0.278603,9754
87,2450.43,6.67063,0.241697,0.194541,9754
265,2431.33,7.48151,0.2343,0.223736,9754
88,4095,0,0,0,9754
264,2444.6,6.64606,0.20118,0.184466,9754
89,2405.51,6.99167,0.262181,0.181887,9754
263,2379.5,6.23345,0.208577,0.18542,9754
90,2403.5,9.47631,0.310926,0.339828,9754
262,2445.1,6.65554,0.23364,0.185309,9754
91,2436.7,7.00347,0.27848,0.270644,9754
261,2449.4,6.79094,0.234242,0.200214,9754
92,2408.79,6.95433,0.222227,0.200494,9754
260,2442.16,6.45916,0.20411,0.197619,9754
93,2534.93,7.01573,0.210239,0.188546,9754
259,2542.14,7.74069,0.236102,0.210582,9754
258,2485.66,7.84343,0.21308,0.19015,9754
257,2569.88,7.00288,0.251743,0.22907,9754
256,2446.58,6.7036,0.256737,0.19328,9754
96,2512.09,6.95285,0.249185,0.193823,9754
255,2423.62,7.24261,0.259303,0.322794,9754
97,2501.22,6.45312,0.240165,0.199828,9754
254,2399.86,6.64156,0.194214,0.241869,9754
98,2458.6,6.54664,0.200597,0.203992,9754
253,2399.54,7.22512,0.152435,0.25163,9754
99,2401.03,6.97723,0.23299,0.189101,9754
252,2467.82,6.50274,0.23011,0.214102,9754
100,2454.09,6.687,0.244181,0.21963,9754
251,2529.36,6.30417,0.21949,0.190585,9754
101,2400.71,6.79819,0.251376,0.251456,9754
250,2438.71,7.307,0.213848,0.239016,9754
102,2423.11,7.91103,0.202386,0.32117,9754
249,2447.69,11.6776,0.255576,0.300864,9754
94,2651.27,7.41827,0.264251,0.238142,9754
470,518.109,5.46856,0.15073,0.159001,9754
471,489.698,6.83853,0.17787,0.140813,9754
472,522.352,6.51048,0.124509,0.147686,9754
473,500.097,7.258,0.168575,0.186424,9754
474,493.131,6.434,0.189136,0.14891,9754
475,491.542,6.7372,0.227351,0.147732,9754
476,465.37,6.27505,0.208906,0.148013,9754
477,498.461,6.53609,0.187773,0.155749,9754
478,2060.55,1.8582,0.0300086,0.03089,9754
479,2290.53,1.49537,0.129912,0.0279358,9754
480,462.36,6.05353,0.185208,0.123928,9754
481,515.342,5.90491,0.213083,0.157815,9754
482,604.968,6.89167,0.224562,0.16738,9754
483,609.341,6.45203,0.200377,0.144889,9754
86,2377.99,8.25187,0.263332,0.277555,9754
103,2631.05,9.77405,0.217432,0.269951,9754
456,557.182,6.79771,0.304691,0.223719,9754
457,565.924,5.55141,0.262973,0.382114,9754
458,501.251,4.1998,0.154754,0.185943,9754
459,506.279,4.56832,0.217535,0.297226,9754
460,472.151,5.22362,0.159012,0.102445,9754
461,2114.08,1.02892,0.0909267,0.0125944,9754
462,497.192,5.88147,0.114589,0.129971,9754
463,503.256,6.5516,0.188417,0.256329,9754
464,3665.99,1.3303,0.148797,0.0187118,9754
465,542.707,4.92613,0.143726,0.109145,9754
466,517.307,3.62996,0.153168,0.138741,9754
467,580.295,5.40752,0.155129,0.137158,9754
468,588.444,5.47562,0.129851,0.110232,9754
469,605.747,5.93316,0.188349,0.115507,9754
95,2425.01,6.95916,0.314164,0.360318,9754
275,3177.11,401.54,5.30181,2.12462,9754
274,2859.13,344.067,4.93923,15.4989,9754
78,2158.96,952.671,10.17,2.59196,9754
273,2018.12,1063.28,6.76319,1.93286,9754
79,2706.34,227.842,3.05526,1.63273,9754
272,2431.61,250.658,3.04865,1.4342,9754
80,3097,1041.14,5.28846,1.96376,9754
271,2826.94,143.952,1.94581,10.7987,9754
81,3029.9,20.2161,0.58159,0.606261,9754
270,3003.51,56.9332,1.17173,0.183007,9754
82,2953.39,44.1037,0.975284,0.353362,9754
269,3046.99,16.6506,0.583498,0.376772,9754
83,3044.51,17.4708,0.61329,0.422608,9754
268,3035.96,44.3958,1.29941,1.02067,9754
84,2976.59,20.8226,0.69393,0.713427,9754
267,3024.71,27.7705,1.40212,0.578159,9754
284,2627.61,9.69514,0.330219,0.365481,9754
69,2483.22,9.96853,0.335584,0.407665,9754
283,2414.96,8.87432,0.295313,0.329886,9754
70,2452.98,7.40014,0.181684,0.215024,9754
282,2440.23,7.48363,0.197002,0.280877,9754
71,2405.44,7.67972,0.183806,0.26144,9754
281,2405.02,10.0348,0.266337,0.251091,9754
72,2390.04,7.32766,0.189756,0.239615,9754
280,2374.31,7.63282,0.202743,0.277599,9754
73,2472.08,8.83711,0.320412,0.426715,9754
279,2449.17,7.39376,0.203501,0.267784,9754
74,2448.04,7.61367,0.257596,0.215796,9754
278,2500.29,7.78328,0.246895,0.363318,9754
75,2588.71,7.7094,0.181722,0.293593,9754
277,2497.86,9.26635,0.276632,0.339532,9754
276,2448.21,7.34291,0.249382,0.246745,9754
85,2641.65,9.0993,0.285083,0.26976,9754
484,676.204,8.38863,0.202255,0.189957,9754
485,608.796,9.27196,0.249982,0.252727,9754
486,608.708,8.23522,0.220011,0.180161,9754
487,565.023,9.17947,0.269484,0.299135,9754
488,581.401,7.94595,0.278499,0.21187,9754
489,552.164,7.79411,0.1837,0.147638,9754
490,575.245,9.04518,0.310261,0.226333,9754
491,544.609,8.68191,0.215347,0.16899,9754
492,603.773,9.25227,0.199732,0.172786,9754
493,610.387,9.26867,0.236872,0.190037,9754
494,607.359,9.61116,0.246208,0.185806,9754
495,592.803,8.9952,0.232481,0.142027,9754
496,626.174,11.3501,0.295024,0.265398,9754
497,657.973,9.24789,0.241034,0.169842,9754
77,2516.94,7.96446,0.228604,0.256855,9754
76,1571.22,18.586,0.561674,0.504966,9754
498,1355.76,20.958,0.413385,0.468638,9754
499,1297.96,19.9124,0.378833,0.38639,9754
500,1208.4,21.8149,0.460803,0.469978,9754
501,1380.24,248.867,3.10159,1.08087,9754
502,1188.65,19.988,0.464856,0.326291,9754
503,1088.02,25.6285,0.525849,0.579278,9754
504,1133.08,25.1617,0.463625,0.276202,9754
505,551.876,13.0503,0.312098,0.354976,9754
506,607.286,9.77139,0.16211,0.159289,9754
507,583.333,11.6204,0.262937,0.282325,9754
508,570.81,12.0291,0.227392,0.208439,9754
509,542.544,10.1334,0.211483,0.161151,9754
510,572.277,16.5994,0.254749,0.276713,9754
511,604.623,10.6375,0.151328,0.165339,9754
68,2435.48,11.2475,0.297104,0.324858,9754
158,2818.51,17.6503,0.380996,0.346946,9754
51,2550.22,9.85408,0.309305,0.232368,9754
157,2543.36,14.5017,0.349314,0.282987,9754
52,2526.17,7.82639,0.204091,0.148327,9754
156,2489.68,12.8011,0.27632,0.253382,9754
53,2452.2,7.51512,0.235204,0.170515,9754
155,2505.64,11.3811,0.252416,0.218991,9754
54,2475.13,11.6117,0.291819,0.158144,9754
154,2458.5,9.98095,0.250098,0.195433,9754
55,2545.49,8.18832,0.162405,0.209699,9754
153,2525.72,10.1712,0.176365,0.188017,9754
56,2526.6,8.09902,0.255081,0.181809,9754
152,2570.94,10.1156,0.186485,0.205015,9754
57,2585.98,8.44948,0.232521,0.19004,9754
151,2605.6,12.4683,0.269141,0.250064,9754
150,2606.52,13.285,0.298429,0.181573,9754
149,2656.38,10.7325,0.44028,0.187145,9754
148,2526.9,23.9868,0.548252,5.80361,9754
60,2462.87,7.72851,0.413359,0.196562,9754
147,2466.38,24.0873,0.712703,6.35642,9754
61,2471.01,24.8507,0.816329,7.11048,9754
146,2468.1,22.8539,0.705732,6.31281,9754
62,2456.95,20.9227,0.654376,6.00632,9754
145,2441.9,22.1,0.701369,6.33856,9754
63,2473.63,25.6939,0.849286,7.98514,9754
144,2363.17,43.3708,0.78105,7.2227,9754
64,2504.98,23.1057,0.725787,6.44735,9754
287,0,0,0,0,9754
65,2415.6,26.0649,0.8425,7.67655,9754
286,2410.99,17.159,0.661151,6.43546,9754
66,2526.31,7.1319,0.529478,0.210562,9754
285,2454.76,28.1142,0.631556,6.03607,9754
58,2711.71,10.1317,0.230238,0.170653,9754
385,708.029,8.54457,0.225589,0.202074,9754
384,642.554,9.20268,0.236453,0.213202,9754
383,711.495,9.01649,0.208177,0.193297,9754
382,618.533,9.33269,0.25554,0.21832,9754
381,607.482,8.63916,0.218215,0.164611,9754
380,636.924,10.9579,0.285662,0.183431,9754
379,618.969,9.94964,0.238298,0.160522,9754
378,660.027,8.33982,0.200742,0.146704,9754
377,676.737,7.75659,0.183595,0.129119,9754
376,698.741,9.77249,0.309564,0.201301,9754
375,671.193,7.52993,0.211701,0.135443,9754
374,684.726,7.88573,0.168914,0.142945,9754
373,712.231,7.53398,0.178469,0.1837,9754
372,744.736,8.17086,0.206774,0.129117,9754
50,2542,14.0946,0.332427,0.177631,9754
67,2608.01,13.4443,0.32366,0.327975,9754
399,522.679,7.58301,0.155704,0.173377,9754
398,474.895,11.519,0.198448,0.190154,9754
397,487.42,8.7705,0.133138,0.170348,9754
396,422.873,9.18148,0.143646,0.142949,9754
395,465.34,8.32795,0.157715,0.142757,9754
394,456.342,8.65258,0.194266,0.211599,9754
393,399.892,8.87529,0.151128,0.165803,9754
392,410.396,9.06207,0.158327,0.190227,9754
391,442.164,10.8115,0.234218,0.212253,9754
390,449.263,11.1909,0.280972,0.226736,9754
389,469.465,8.64924,0.166209,0.180296,9754
388,495.278,9.29638,0.180814,0.180244,9754
387,570.716,10.2104,0.275663,0.213262,9754
386,548.73,8.94158,0.21252,0.167962,9754
59,2448.8,13.9506,0.302328,0.347226,9754
167,3790.78,411.42,6.57916,4.52994,9754
166,2989.54,26.5847,0.631331,0.66079,9754
42,3530.34,239.926,5.00469,12.8429,9754
165,2427.52,913.397,9.3082,5.00935,9754
43,3049.9,17.7468,0.298209,0.620083,9754
164,2772.32,262.163,2.08915,0.971199,9754
44,2989.59,23.5068,0.908887,0.836876,9754
163,3040.36,23.628,0.657946,0.674963,9754
45,2888.06,244.695,3.43464,2.43089,9754
162,2729.58,265.271,2.05128,0.286159,9754
46,2592.61,234.847,2.60018,1.45992,9754
161,2694.02,279.54,1.36091,0.776155,9754
47,3457.31,513.524,5.53804,0.640335,9754
160,2467.78,62.6306,1.07577,1.3998,9754
48,2698.46,262.008,1.65741,0.205434,9754
159,3026.53,177.482,2.43433,4.59171,9754
176,2597.27,23.2823,0.486626,0.457474,9754
33,2556.27,1.73697,0.00,0.0680584,9754
175,2458.22,14.7851,0.293155,0.297278,9754
34,2392.12,1.95679,0.123636,0.0578437,9754
174,2415.36,14.6463,0.314944,0.319929,9754
35,2499.69,12.2288,0.20389,0.248025,9754
173,2368.39,15.3728,0.407355,0.310638,9754
36,2412.05,10.5619,0.290118,0.20091,9754
172,2296.34,14.0046,0.338512,0.291928,9754
37,2419.29,8.64191,0.263274,0.347695,9754
171,2395.68,10.7437,0.258621,0.23754,9754
38,2440.62,7.40811,0.221318,0.290495,9754
170,2436.05,10.8606,0.268304,0.29048,9754
39,2443.33,7.68797,0.147661,0.240114,9754
169,2467.08,11.6577,0.229408,0.257532,9754
168,2398.91,11.7884,0.318175,0.273428,9754
49,2641.13,10.9301,0.325346,0.341946,9754
371,721.255,7.02388,0.184733,0.146632,9754
370,695.164,8.55894,0.240938,0.307364,9754
369,660.611,6.65082,0.206635,0.135213,9754
368,653.459,6.4659,0.160777,0.111894,9754
367,633.046,7.43981,0.195275,0.20017,9754
366,627.526,6.51981,0.165588,0.15675,9754
365,633.445,7.23282,0.186291,0.171697,9754
364,682.258,7.0717,0.193589,0.149977,9754
363,690.267,6.62613,0.183983,0.139495,9754
362,695.952,7.54268,0.226029,0.186647,9754
361,691.376,7.4311,0.246133,0.19749,9754
360,688.537,6.15515,0.193049,0.123523,9754
359,752.353,6.57504,0.174168,0.12433,9754
358,685.689,6.86083,0.194826,0.137027,9754
41,2569.19,7.88203,0.262759,0.26113,9754
40,1372.91,699.44,12.1819,12.3867,9754
357,1260.33,32.1502,0.65691,3.74799,9754
356,1226.3,22.5497,0.339064,0.3191,9754
355,1301.91,57.6873,1.31235,0.881627,9754
354,1139.16,66.5255,0.976228,3.92994,9754
353,1589.87,56.6196,0.870101,3.17548,9754
352,1313.76,203.964,3.58416,2.6954,9754
351,1108.07,36.8053,0.612939,2.96788,9754
350,538.46,6.63272,0.163432,0.14224,9754
349,530.293,6.24406,0.197235,0.151378,9754
348,578.185,7.30236,0.199543,0.215693,9754
347,528.91,6.19569,0.157362,0.152166,9754
346,579.266,6.43728,0.143314,0.220112,9754
345,609.123,7.24174,0.224626,0.18264,9754
344,603.993,6.1096,0.192719,0.168373,9754
32,2468.39,34.8349,0.652482,0.628537,9754
194,2546.54,15.449,0.381834,0.378674,9754
15,2439.38,11.2035,0.296317,0.301127,9754
193,2444.93,10.3997,0.241928,0.278149,9754
16,2401.99,10.2516,0.179937,0.191837,9754
192,2385.68,9.38952,0.201313,0.206599,9754
17,2379.53,7.50375,0.176865,0.213966,9754
191,2339.43,9.08991,0.229632,0.238438,9754
18,2387.57,8.13611,0.206943,0.267129,9754
190,2349.75,9.28432,0.248739,0.29727,9754
19,2431.59,8.77237,0.302179,0.320761,9754
189,2330.39,8.10931,0.189775,0.195392,9754
20,2426.82,8.44527,0.297184,0.367528,9754
188,2325.13,7.2312,0.170127,0.229617,9754
21,2374.46,7.68688,0.259117,0.258638,9754
187,2355.02,6.75837,0.237821,0.278863,9754
186,2392.21,7.4498,0.205786,0.236177,9754
185,2594.3,7.73431,0.134744,0.294475,9754
184,2426,7.7997,0.278858,0.422499,9754
24,2391.01,6.51378,0.206337,0.182637,9754
183,2415.26,7.93852,0.332447,0.304294,9754
25,2408.79,7.20104,0.111068,0.262242,9754
182,2433.82,8.5896,0.261113,0.296614,9754
26,2407.71,7.17067,0.201237,0.242006,9754
181,2371.76,8.17938,0.289846,0.320908,9754
27,2346.65,7.90648,0.197027,0.301137,9754
180,2488.45,6.78763,0.299116,0.435279,9754
28,2358.5,8.25903,0.208991,0.436865,9754
179,1681.07,3.94463,0.0860524,0.151463,9754
29,2326.94,6.71925,0.226081,0.263356,9754
178,2393.52,2.52992,0.0569494,0.0466796,9754
30,2389.24,6.83806,0.188464,0.260461,9754
177,2475.94,14.1436,0.454423,0.483936,9754
22,2637.4,7.62439,0.224529,0.252315,9754
329,626.584,6.27446,0.182997,0.16503,9754
328,629.741,9.64563,0.293213,0.343746,9754
327,622.51,7.03674,0.22382,0.210476,9754
326,588.606,5.96876,0.135716,0.107188,9754
325,597.111,6.34817,0.136219,0.139702,9754
324,604.617,6.29844,0.145029,0.135573,9754
323,595.524,6.55915,0.144558,0.152438,9754
322,643.128,6.64182,0.157312,0.200972,9754
321,607.277,6.70203,0.115355,0.142618,9754
320,634.38,7.07174,0.199987,0.21266,9754
319,637.217,9.25332,0.17761,0.281749,9754
318,656.567,6.62026,0.149849,0.142447,9754
317,676.937,7.23601,0.152862,0.143989,9754
316,650.006,6.28281,0.132888,0.142854,9754
14,2345.26,13.3682,0.253128,0.232141,9754
31,2596.26,8.69383,0.294584,0.262724,9754
343,502.196,5.25421,0.215824,0.221933,9754
342,467.081,6.0475,0.146221,0.217884,9754
341,452.223,4.54916,0.126324,0.183069,9754
340,456.893,4.47586,0.144768,0.144892,9754
339,440.232,4.83247,0.136872,0.169203,9754
338,424.43,5.70716,0.1308,0.162181,9754
337,428.45,8.214,0.138945,0.185192,9754
336,427.444,6.09703,0.122475,0.151132,9754
335,444.9,6.4452,0.208621,0.192568,9754
334,479.84,5.88686,0.132261,0.165392,9754
333,433.316,5.88688,0.202013,0.143582,9754
332,457.495,5.08962,0.131333,0.125407,9754
331,460.026,1.41966,0.0277652,0.00859911,9754
330,523.538,6.45536,0.158892,0.192914,9754
23,2364.71,8.4766,0.188833,0.297388,9754
203,2474.38,9.19374,0.236881,0.181965,9754
202,2286.08,7.96026,0.172239,0.172891,9754
6,2270.3,6.55096,0.193283,0.192058,9754
201,2146.49,3.25,0.115827,0.0729427,9754
7,2250.37,6.31366,0.168591,0.209921,9754
200,2280.09,8.7935,0.187097,0.180587,9754
8,2238.19,8.17298,0.221567,0.21278,9754
199,2257.85,8.34786,0.171563,0.202358,9754
9,2291.47,7.18903,0.17661,0.205937,9754
198,2249.61,10.3348,0.171102,0.243184,9754
10,2229.14,6.87034,0.0954097,0.194545,9754
197,2331.35,10.6421,0.20417,0.221187,9754
11,2349.36,8.44348,0.172821,0.183243,9754
196,2297.94,13.7471,0.321818,0.261139,9754
12,2272.92,7.68282,0.218998,0.179184,9754
195,2255.42,11.746,0.184341,0.322973,9754
212,2540.82,15.3031,0.367869,0.453668,9754
141,2338.34,7.29828,0.226952,0.210913,9754
211,2319.51,6.06479,0.204881,0.176333,9754
142,2327.82,6.22904,0.186271,0.175808,9754
210,3430.69,0.983235,0.00,0.0117547,9754
143,2335.66,6.10158,0.20623,0.199707,9754
209,2262.02,6.90965,0.169422,0.176188,9754
0,1771.6,3.50361,0.0714347,0.0758529,9754
208,2311.3,7.54887,0.204453,0.244966,9754
1,2252.44,5.5302,0.18091,0.17413,9754
207,2270.84,7.19672,0.204805,0.184866,9754
2,2332.57,5.94585,0.118738,0.178772,9754
206,2348.29,8.01754,0.131184,0.197129,9754
3,2367.07,7.31747,0.237344,0.245058,9754
205,2318.5,6.73154,0.148629,0.166427,9754
204,2377.22,9.15089,0.242733,0.236919,9754
13,2591.91,10.2278,0.244393,0.225626,9754
315,621.86,8.09716,0.171415,0.122178,9754
314,605.046,8.98374,0.200403,0.129831,9754
313,611.582,8.6848,0.214912,0.148374,9754
312,589.75,7.41262,0.154166,0.107452,9754
311,585.243,8.83653,0.208152,0.166616,9754
310,553.512,2.1627,0.0670648,0.0549543,9754
309,554.139,8.13887,0.16209,0.128514,9754
308,571.782,9.34334,0.323682,0.190291,9754
307,550.34,7.55275,0.146341,0.132018,9754
306,560.432,7.14248,0.16607,0.117442,9754
305,598,7.98812,0.168894,0.133011,9754
304,579.224,7.79021,0.225466,0.178181,9754
303,613.196,7.96413,0.188704,0.138443,9754
302,620.294,7.95831,0.161257,0.128791,9754
5,2417.88,6.69018,0.246654,0.182737,9754
4,2646.31,6.96348,0.146849,0.203624,9754
301,652.122,7.32248,0.180275,0.137707,9754
300,589.707,7.6886,0.167291,0.149531,9754
299,583.374,7.69866,0.181146,0.176846,9754
298,532.993,7.71825,0.185977,0.125652,9754
297,536.719,7.4334,0.198182,0.151079,9754
296,591.977,7.04574,0.14547,0.130959,9754
295,518.477,6.88556,0.144812,0.170249,9754
294,535.189,6.84355,0.181531,0.150923,9754
293,511.921,8.05811,0.191942,0.183223,9754
292,564.278,6.98659,0.188136,0.153638,9754
291,555.285,6.35236,0.149471,0.136896,9754
290,584.399,5.89772,0.152594,0.151897,9754
289,610.606,8.68275,0.168837,0.182887,9754
288,655.578,5.11892,0.131835,0.133108,9754
140,2433.17,11.3238,0.267035,0.267897,9754
741,2685.05,22.6734,0.320306,0.299452,9754
634,2388.8,17.628,0.2422,0.425721,9754
740,2285.05,23.6883,0.26814,0.298897,9754
635,2319.84,16.0259,0.187966,0.401803,9754
739,2410.29,16.3652,0.269495,0.321123,9754
636,2381.77,25.4075,0.278197,0.605897,9754
738,2327.57,12.7221,0.171247,0.23359,9754
637,2337.35,21.0924,0.283167,0.464534,9754
737,2233.37,21.7747,0.26532,0.299184,9754
638,2343.1,21.9245,0.292892,0.510868,9754
736,2420.93,21.5569,0.175043,0.253287,9754
