channel,mean,rms,meanerr,rmserr,tv
639,2443.12,17.6856,0.240872,0.49604,9754
735,2344.64,27.214,0.378017,0.363246,9754
640,2365.3,19.6389,0.251108,0.327645,9754
734,2504.01,13.5299,0.238558,0.164186,9754
733,2440.9,17.3682,0.199895,0.3015,9754
732,2663.11,10.4688,0.188461,0.34496,9754
731,2271.73,9.73635,0.214581,0.38956,9754
643,2411.32,15.9333,0.293859,0.340825,9754
730,2255.37,7.40475,0.150992,0.13459,9754
644,2399.89,13.8495,0.385519,0.606705,9754
729,2212.67,6.71535,0.183449,0.242785,9754
645,2138.61,9.03073,0.174654,0.206842,9754
728,2173.35,20.1272,0.228457,0.442511,9754
646,2196.89,7.28517,0.136024,0.126015,9754
727,2265,2.20226,0.0675433,0.0411174,9754
647,2168.06,32.1233,0.576503,0.580636,9754
726,2201.11,1.68297,0.120246,0.0406786,9754
648,2199.45,12.8976,0.247456,0.363983,9754
725,2320.74,1.96161,0.119717,0.0402205,9754
649,2291.33,27.5994,0.36375,0.345524,9754
724,2388.18,2.46836,0.0589782,0.0445606,9754
641,2671.67,21.9726,0.378671,0.384846,9754
1009,488.273,5.66511,0.11819,0.0951625,9754
1008,429.596,5.29474,0.140855,0.165263,9754
1007,397.253,5.06029,0.101647,0.105721,9754
1006,375.606,6.03682,0.149422,0.188149,9754
1005,431.89,5.19911,0.0953727,0.112812,9754
1004,365.617,4.98627,0.119208,0.0853391,9754
1003,414.836,5.83777,0.111714,0.0967561,9754
1002,352.265,4.70072,0.081183,0.0909816,9754
1001,377.532,5.17379,0.228338,0.243659,9754
1000,389.87,3.75808,0.0780473,0.0578024,9754
999,402.579,4.24995,0.0900582,0.0977702,9754
998,436.685,4.2413,0.0343311,0.480325,9754
997,496.799,7.73592,0.279531,0.18046,9754
996,476.158,5.85959,0.122741,0.119754,9754
633,2438.01,22.6414,0.346221,0.519036,9754
650,2646.51,21.3574,0.366211,0.604641,9754
1023,465.039,7.41829,0.129268,0.171318,9754
1022,442.911,18.6109,0.343124,0.416769,9754
1021,422.473,7.10933,0.157271,0.234047,9754
1020,396.42,7.3422,0.172241,0.244522,9754
1019,325.568,6.34699,0.125532,0.262437,9754
1018,414.993,9.51973,0.143069,0.284125,9754
1017,391.15,4.50845,0.139,0.122968,9754
1016,465.016,6.40678,0.108447,0.122011,9754
1015,363.994,5.73799,0.122633,0.168439,9754
1014,371.027,6.04883,0.180184,0.265856,9754
1013,409.446,6.57177,0.124658,0.163735,9754
1012,445.085,8.51314,0.410981,0.196218,9754
1011,494.223,5.11607,0.32471,0.301662,9754
1010,469.459,5.42256,0.104866,0.105446,9754
642,2453.41,12.5871,0.228596,0.276715,9754
750,2673.12,9.15926,0.165516,0.21087,9754
749,2643.81,9.96465,0.197497,0.178466,9754
625,2373.73,26.0085,0.374286,0.664774,9754
748,2445.64,10.6546,0.177699,0.235155,9754
626,2387.97,30.8266,0.319027,1.11659,9754
747,2253.81,9.9363,0.115998,0.166118,9754
627,4095,0,0,0,9754
746,2290.73,21.4561,0.38856,0.263515,9754
628,2185.97,43.2127,0.615061,0.813986,9754
745,2380.46,18.4129,0.275517,0.380672,9754
629,2300.42,64.8681,0.769268,1.47859,9754
744,2444.03,24.1728,0.344252,0.481517,9754
630,2365.72,61.993,0.814948,1.53099,9754
743,2331.77,13.6046,0.166173,0.20033,9754
631,2268.35,50.0005,0.61407,1.35137,9754
742,2263.93,16.5615,0.201648,0.334655,9754
759,2779.56,7.99248,0.222604,0.140552,9754
616,2518.74,2.75559,0.00,0.0610201,9754
758,2415.46,5.99772,0.226868,0.137881,9754
617,2564.25,3.07728,0.00,0.0822129,9754
757,2451.99,5.81208,0.1848,0.140126,9754
618,2533.38,161.368,2.53342,3.85488,9754
756,2287.87,6.0926,0.141424,0.0964434,9754
619,2356.64,7.43582,0.251051,0.204739,9754
755,2292.89,6.257,0.268949,0.172778,9754
620,2300.91,11.2137,0.284336,0.211495,9754
754,2352.66,6.5081,0.256351,0.138244,9754
621,2520.53,9.78986,0.177713,0.198521,9754
753,2412.82,8.80201,0.193727,0.14299,9754
622,2545.32,18.3466,0.314278,0.383135,9754
752,2492.19,8.95506,0.205583,0.247125,9754
751,2378.76,10.5724,0.107637,0.16562,9754
632,2558.22,47.8786,0.720311,1.00533,9754
995,398.311,5.16492,0.0923688,0.0884711,9754
994,351.663,7.7311,0.174856,0.136346,9754
993,310.497,4.83362,0.118509,0.130284,9754
992,327.792,4.67151,0.103141,0.0774265,9754
991,378.479,9.92929,0.167111,0.173335,9754
990,351.814,6.40019,0.12071,0.133386,9754
989,308.24,7.9211,0.110712,0.155891,9754
988,352.162,7.4284,0.108135,0.147452,9754
987,312.692,6.98397,0.122754,0.158023,9754
986,362.55,8.41312,0.194056,0.177301,9754
985,378.918,5.80628,0.107227,0.146133,9754
984,413.439,5.97009,0.0928611,0.117669,9754
983,472.102,5.82783,0.102377,0.0979817,9754
982,536.351,6.95285,0.164567,0.116469,9754
624,2204.8,23.6166,0.25371,0.459019,9754
623,2479.98,10.2682,0.22364,0.192065,9754
981,462.365,5.80872,0.100319,0.0882762,9754
980,395.434,5.53785,0.113054,0.091437,9754
979,402.205,5.00658,0.10248,0.0819549,9754
978,422.094,5.56467,0.11196,0.0946018,9754
977,333.43,4.5247,0.0924425,0.0749382,9754
976,370.93,4.83397,0.104664,0.100567,9754
975,339.679,4.72342,0.112881,0.0859757,9754
974,332.687,4.36305,0.111984,0.076519,9754
973,315.294,5.79302,0.108306,0.106505,9754
972,334.268,4.90581,0.126781,0.0656665,9754
971,2745.18,1.78537,0.00,0.0214296,9754
970,475.258,5.65064,0.100274,0.103227,9754
969,455.313,5.57171,0.147599,0.128754,9754
968,410.048,5.41815,0.0980804,0.101488,9754
615,2265.97,2.41396,0.0573453,0.0581691,9754
777,2626.59,8.88353,0.214897,0.189274,9754
598,2403.4,19.594,0.272503,0.605757,9754
776,2262.08,5.3815,0.14472,0.114599,9754
599,2412.55,16.9117,0.292625,0.372741,9754
775,2314.65,5.26518,0.201991,0.11825,9754
600,2273.05,18.4945,0.258425,0.551536,9754
774,2210.89,5.77914,0.13336,0.140672,9754
601,2329.49,14.043,0.186221,0.360777,9754
773,2223.68,6.29558,0.00,0.108495,9754
602,2319.6,10.98,0.17169,0.283932,9754
772,2326.06,4.74333,0.0727045,0.110027,9754
603,2359.8,8.71695,0.13182,0.286862,9754
771,2314.1,8.63321,0.198796,0.163791,9754
604,2388.68,6.66343,0.202494,0.151421,9754
770,2982.87,2.93927,0.00,0.0411992,9754
769,2628.29,15.5286,0.406139,0.259875,9754
768,2658.71,14.5511,0.234789,0.266226,9754
767,2387.5,18.8034,0.252957,0.318828,9754
607,2404.5,7.5467,0.0940901,0.183789,9754
766,2416.01,17.7869,0.32191,0.265081,9754
608,2540.85,6.21829,0.124332,0.152976,9754
765,2493.34,15.6862,0.187076,0.258646,9754
609,2301.94,7.04313,0.191944,0.217198,9754
764,2209.58,12.5455,0.169666,0.186803,9754
610,2323.38,6.84711,0.19146,0.165024,9754
763,2351.76,16.853,0.258224,0.256489,9754
611,2318.05,6.09044,0.130751,0.13283,9754
762,2329.79,14.706,0.200632,0.26508,9754
612,2330.21,8.17775,0.173272,0.183196,9754
761,2330.09,25.4448,0.27871,0.425977,9754
613,2350.02,10.4214,0.127269,0.254766,9754
760,2346.38,17.6131,0.2519,0.280807,9754
605,2667.37,10.1169,0.240561,0.189654,9754
953,547.85,5.8188,0.107033,0.123385,9754
952,461.956,6.57212,0.132941,0.111556,9754
951,525.157,5.31061,0.112049,0.10924,9754
950,415.495,5.5537,0.134471,0.101729,9754
949,419.502,5.31863,0.0980532,0.103516,9754
948,432.593,4.68328,0.210817,0.276997,9754
947,373.893,7.62856,0.254541,0.238828,9754
946,366.233,4.63495,0.10087,0.0728232,9754
945,495.675,4.25872,0.123208,0.0905533,9754
944,465.946,4.73302,0.095509,0.0947279,9754
943,2388.45,1.45529,0.00,0.00987765,9754
942,4095,0,0,0,9754
941,533.946,6.88509,0.1299,0.117354,9754
940,592.552,6.95394,0.126917,0.108992,9754
597,2506.07,47.7147,0.420436,0.935347,9754
614,2519.47,87.885,1.13062,1.70606,9754
967,520.799,6.04387,0.283404,0.211467,9754
966,443.859,13.8087,0.263112,0.264206,9754
965,492.172,7.10037,0.159905,0.182043,9754
964,412.422,6.92566,0.130836,0.14582,9754
963,380.598,8.24245,0.200666,0.276832,9754
962,397.821,6.45933,0.14109,0.136228,9754
961,349.956,9.60057,0.150512,0.204303,9754
960,350.239,7.75781,0.136774,0.169804,9754
959,453.918,10.1266,0.16927,0.39662,9754
958,474.533,10.2094,0.129954,0.205611,9754
957,404.571,7.73287,0.133837,0.164511,9754
956,450.011,9.85143,0.264004,0.281611,9754
955,514.476,7.8152,0.189461,0.298858,9754
954,0,0,0,0,9754
606,2817.48,0.736563,0.0909473,0.0377424,9754
786,2644.69,10.4745,0.107376,0.203037,9754
785,2392.28,10.0389,0.150864,0.17454,9754
589,2373.02,8.98518,0.110581,0.166153,9754
784,2338.39,10.0419,0.191222,0.169173,9754
590,2362.77,8.33119,0.185495,0.183866,9754
783,2275.9,7.20997,0.16485,0.148336,9754
591,2278.13,8.77057,0.184333,0.123146,9754
782,2373.04,7.94382,0.171321,0.152681,9754
592,2314.09,7.4513,0.135351,0.131654,9754
781,2206.13,6.15395,0.099595,0.142851,9754
593,2353.89,9.05742,0.14652,0.194652,9754
780,2316.74,4.87241,0.139891,0.0843277,9754
594,2242.89,12.1752,0.145031,0.312291,9754
779,2203.79,6.13663,0.125388,0.118415,9754
595,2261.05,9.30595,0.153465,0.226252,9754
778,2246.5,6.41172,0.186406,0.165123,9754
795,2581.57,10.6324,0.123954,0.201602,9754
580,2390.73,3.25596,0.0458618,0.0320509,9754
794,2384.87,9.44385,0.145566,0.153233,9754
581,2279.16,60.0949,0.469494,0.951772,9754
793,2332.73,10.9042,0.201815,0.163428,9754
582,2372.51,7.96421,0.130122,0.184803,9754
792,2331.38,7.58181,0.0739047,0.135747,9754
583,2429.83,7.88959,0.0758443,0.168682,9754
791,2341.74,8.84341,0.114019,0.116079,9754
584,2279.96,8.84518,0.100811,0.128608,9754
790,2350.36,8.3621,0.167854,0.155019,9754
585,2367.92,10.2296,0.224037,0.216629,9754
789,2431.57,11.7406,0.112964,0.223651,9754
586,2266.51,8.67852,0.145433,0.154329,9754
788,2361.37,11.2814,0.284048,0.303742,9754
787,2382.61,10.0375,0.102785,0.211128,9754
596,2880.33,20.7217,0.352664,0.415165,9754
939,456.318,4.17987,0.113755,0.0913087,9754
938,423.165,8.39722,0.162152,0.141038,9754
937,430.464,5.4065,0.135568,0.0782012,9754
936,395.165,4.428,0.114435,0.0853226,9754
935,399.25,4.78905,0.094369,0.115482,9754
934,411.692,4.55861,0.114404,0.100632,9754
933,406.057,5.25267,0.134789,0.120376,9754
932,390.334,5.23915,0.113351,0.142214,9754
931,357.565,6.25447,0.118476,0.12704,9754
930,411.077,6.01356,0.124524,0.109303,9754
929,395.06,5.52014,0.10521,0.0961267,9754
928,522.782,5.31227,0.120874,0.100453,9754
927,471.493,6.80597,0.106765,0.123788,9754
926,535.356,6.36961,0.116087,0.12646,9754
588,2587.2,7.75758,0.168254,0.181767,9754
587,2723.36,8.03525,0.147172,0.17863,9754
925,514.653,6.12402,0.152362,0.242202,9754
924,485.391,5.35342,0.098284,0.146395,9754
923,431.542,5.41534,0.107144,0.110189,9754
922,432.301,5.58125,0.10882,0.121325,9754
921,440.383,5.34577,0.144738,0.167792,9754
920,427.527,5.48191,0.10942,0.115209,9754
919,463.041,4.94157,0.134591,0.0883993,9754
918,418.714,5.40798,0.141188,0.116022,9754
917,383.434,4.43491,0.140893,0.110704,9754
916,490.474,5.04117,0.123521,0.111898,9754
915,2263.92,2.16251,0.00,0.0275656,9754
914,488.567,4.05807,0.0994123,0.103946,9754
913,478.64,15.1261,2.54066,9.80253,9754
912,569.495,5.32233,0.136033,0.157039,9754
579,2280.39,3.98318,0.145612,0.0834947,9754
669,2232.22,6.91997,0.201749,0.212518,9754
562,2475.29,17.9913,0.208636,0.293035,9754
668,2321.73,16.6898,0.241137,0.412776,9754
563,2183.22,25.694,0.309346,0.459723,9754
667,2191.66,10.2325,0.0592635,0.241303,9754
564,2138.63,14.412,0.177818,0.242057,9754
666,2218.44,7.12059,0.119611,0.150149,9754
565,2145.94,12.379,0.155053,0.194821,9754
665,2277.16,10.903,0.207792,0.16189,9754
566,2065.05,10.1557,0.0977753,0.208003,9754
664,2057.24,4.65999,0.135769,0.201688,9754
567,2151.1,11.5771,0.124417,0.158871,9754
663,2214.63,5.58614,0.106195,0.138633,9754
568,2167.45,9.72332,0.148309,0.191089,9754
662,2255.18,5.42681,0.129754,0.119582,9754
661,2182.95,9.82689,0.176379,0.178467,9754
660,2528.6,9.38388,0.170404,0.170142,9754
659,2395.31,5.68379,0.154492,0.147965,9754
571,2464.88,8.31324,0.191174,0.16997,9754
658,2401.35,6.23191,0.119261,0.156555,9754
572,2326.73,8.18511,0.198814,0.180325,9754
657,2333.2,5.32124,0.0984259,0.123102,9754
573,2447.34,7.65714,0.11268,0.185939,9754
656,2729.16,1.05392,0.00,0.0209911,9754
574,2384.89,7.4245,0.139598,0.163649,9754
799,2371.64,7.2021,0.22701,0.238672,9754
575,2402.44,9.3249,0.126912,0.188867,9754
798,2338.45,5.84858,0.110547,0.150322,9754
576,2499.81,2.61571,0.188085,0.11503,9754
797,2386.37,5.98236,0.0884568,0.134251,9754
577,2455.51,87.2153,0.920843,1.70247,9754
796,661.109,0.416203,0.00,0.0110438,9754
569,475.902,7.27023,0.0957624,0.147324,9754
814,421.287,6.87261,0.109369,0.150996,9754
815,412.294,7.96996,0.141126,0.162315,9754
816,480.574,7.97476,0.194729,0.176723,9754
817,430.689,8.70577,0.160676,0.214858,9754
818,394.821,7.04012,0.140758,0.133991,9754
819,484.288,9.25233,0.158266,0.172124,9754
820,683.789,0.524352,0.0187704,0.0110341,9754
821,399.965,6.79178,0.116369,0.114801,9754
822,382.72,7.28474,0.13848,0.142788,9754
823,469.803,7.18702,0.106312,0.114071,9754
824,501.831,7.93759,0.164809,0.185465,9754
825,3516.01,1.64465,0.00,0.018588,9754
826,589.686,6.59045,0.131628,0.119935,9754
827,2305.15,21.0156,0.258196,0.363172,9754
561,536.498,0.56981,0.00923657,0.00829179,9754
578,460.182,6.95695,0.142684,0.172594,9754
800,420.011,6.2871,0.168337,0.120825,9754
801,433.105,9.05307,0.494031,0.325159,9754
802,465.648,5.87795,0.0960995,0.105026,9754
803,339.883,6.2416,0.117061,0.131663,9754
804,2136.34,1.364,0.00,0.0229652,9754
805,341.333,5.97618,0.136458,0.119393,9754
806,673.525,2.32745,0.0152259,0.039719,9754
807,2877.67,1.37334,0.175067,0.041187,9754
808,382.935,6.60405,0.157131,0.128178,9754
809,366.316,6.02758,0.0910093,0.102155,9754
810,514.438,8.68988,0.177496,0.220616,9754
811,477.317,7.50355,0.0911641,0.14404,9754
812,544.897,8.07647,0.125735,0.171742,9754
813,2358.51,4.93151,0.196474,0.168096,9754
570,532.848,0.489613,0.0200674,0.0127398,9754
678,2734.7,9.7241,0.180236,0.219036,9754
677,2376.82,9.70231,0.167535,0.194355,9754
553,2410.13,9.8703,0.200135,0.185318,9754
676,2417.26,9.48034,0.198908,0.206243,9754
554,2386.3,9.98135,0.158385,0.199457,9754
675,2270.04,7.98407,0.184822,0.169749,9754
555,2348.66,12.0187,0.173118,0.224276,9754
674,2331.61,6.79414,0.149515,0.173742,9754
556,2287.46,13.3488,0.199353,0.227916,9754
673,2320.26,7.50592,0.126257,0.142609,9754
557,2345.41,13.1102,0.16608,0.229878,9754
672,2287.5,7.03732,0.173237,0.140368,9754
558,2372.07,17.0366,0.226114,0.312687,9754
671,2391.78,8.59219,0.140561,0.154546,9754
559,2438.77,22.8615,0.356968,0.408755,9754
670,2371.18,11.5954,0.164612,0.227695,9754
687,2653.67,23.0198,0.34545,0.492682,9754
544,2325.72,6.66895,0.187476,0.179854,9754
686,2255.81,8.99898,0.172031,0.177374,9754
545,2268.07,2.76919,0.0818125,0.0732633,9754
685,2230.36,8.35061,0.196554,0.207495,9754
546,2210.4,36.8384,0.472647,0.707743,9754
684,2207.25,6.6867,0.133258,0.16468,9754
547,2243.07,9.58807,0.184867,0.184886,9754
683,2230.15,7.04246,0.120441,0.227683,9754
548,2196.55,8.3833,0.152895,0.163016,9754
682,2146.25,6.43104,0.170135,0.167688,9754
549,2192.6,9.63715,0.119594,0.214232,9754
681,2236.17,9.95592,0.220051,0.235475,9754
550,2190.77,12.6634,0.162522,0.257311,9754
680,2260.08,9.16782,0.160058,0.192451,9754
679,2214.39,10.2333,0.189722,0.201767,9754
560,2662.58,13.8286,0.23409,0.229923,9754
828,613.812,7.88952,0.199781,0.177627,9754
829,545.869,6.43663,0.155005,0.148909,9754
830,459.66,5.61799,0.11298,0.124822,9754
831,460.39,5.35669,0.162319,0.112856,9754
832,440.281,4.00778,0.13166,0.0920274,9754
833,470.246,4.75445,0.129073,0.120598,9754
834,427.755,4.38414,0.150146,0.114001,9754
835,471.376,4.80026,0.119947,0.142437,9754
836,456.326,4.04987,0.100724,0.107256,9754
837,535.919,4.94491,0.112744,0.130827,9754
838,499.852,4.9592,0.128881,0.111917,9754
839,530.678,5.14895,0.0892458,0.120387,9754
840,547.034,5.07687,0.142093,0.128263,9754
841,626.133,5.18627,0.137265,0.105974,9754
552,2356.96,11.3809,0.282635,0.27672,9754
551,2563.83,9.87739,0.432321,0.379055,9754
842,512,0,0,0,9754
843,448,0,0,0,9754
844,448,0,0,0,9754
845,386.772,1.79953,0.121672,0.0831575,9754
846,384,0,0,0,9754
847,388.901,2.57773,0.17655,0.185548,9754
848,384,0,0,0,9754
849,389.015,2.60167,0.0856042,0.0671768,9754
850,0,0,0,0,9754
851,384,0,0,0,9754
852,448,0,0,0,9754
853,465.179,3.03501,0.118147,0.117719,9754
854,512,0,0,0,9754
855,454.274,2.93631,0.0755874,0.0462551,9754
543,2310.43,3.45361,0.00,0.0581386,9754
705,2845.32,23.0786,0.32892,0.529238,9754
526,2663.91,14.9899,0.293342,0.309113,9754
704,2606.62,32.6714,0.332007,0.638591,9754
527,2652.25,14.4792,0.236684,0.278652,9754
703,2516.85,46.6578,0.456126,0.902527,9754
528,2573.93,21.0681,0.363276,0.305053,9754
702,2479.92,47.9182,0.460027,0.946239,9754
529,2595.97,21.6684,0.350713,0.371353,9754
701,2479.94,42.8971,0.381483,0.813737,9754
530,2525.34,17.4582,0.244702,0.327163,9754
700,2421.33,44.6969,0.547537,0.729988,9754
531,2501.17,19.1696,0.313408,0.362189,9754
699,2359.41,44.8278,0.587808,0.815874,9754
532,2517.71,19.8666,0.24767,0.424255,9754
698,2262.7,50.9782,0.458803,0.979864,9754
697,2274.33,37.7078,0.433033,0.679019,9754
696,2450.66,54.7791,0.779305,1.00638,9754
695,2249.79,47.6841,0.475363,0.991302,9754
535,2310.06,27.8001,0.321108,0.437863,9754
694,2283.77,38.7179,0.49393,0.676641,9754
536,2275.85,12.5019,0.259878,0.236855,9754
693,2274.51,28.7934,0.374052,0.5956,9754
537,2279.08,13.2317,0.1681,0.312918,9754
692,2215.61,42.8223,0.493096,0.777003,9754
538,2270.22,9.94545,0.175219,0.174118,9754
691,2205.32,29.6621,0.312811,0.732413,9754
539,2256.11,7.42766,0.18457,0.156931,9754
690,2464.86,8.71372,0.117729,0.186055,9754
540,2358.42,6.53127,0.16654,0.189847,9754
689,2392.02,2.56152,0.114303,0.0524841,9754
541,2286.33,8.13319,0.214095,0.115197,9754
688,2333.05,56.3539,0.699981,1.08198,9754
533,2723.87,21.8344,0.295844,0.455501,9754
870,490.236,7.04553,0.172674,0.12417,9754
871,462.989,8.43541,0.152706,0.155923,9754
872,428.158,6.29095,0.153884,0.112173,9754
873,362.914,5.41486,0.133645,0.103375,9754
874,438.518,4.41292,0.0855892,0.0797233,9754
875,380.676,6.15334,0.148998,0.108174,9754
876,388.951,4.23321,0.0984724,0.0784158,9754
877,361.55,5.51463,0.109922,0.101115,9754
878,408.034,4.55473,0.105977,0.0713739,9754
879,411.804,5.0729,0.106548,0.0737386,9754
880,414.511,4.37856,0.109751,0.0768887,9754
881,481.069,6.49399,0.114829,0.099678,9754
882,545.607,6.80072,0.183053,0.11323,9754
883,503,5.37461,0.0850305,0.0977481,9754
525,2562.63,23.196,0.422494,0.52103,9754
542,2729.87,23.9359,0.396085,0.504121,9754
856,532.226,8.58428,0.144018,0.137407,9754
857,454.347,10.8939,0.165767,0.326177,9754
858,459.769,7.97319,0.164613,0.235287,9754
859,467.122,9.54629,0.131635,0.243104,9754
860,367.61,12.0953,0.219178,0.41182,9754
861,317.566,11.4409,0.156245,0.288981,9754
862,413.108,9.22603,0.208494,0.2222,9754
863,374.65,11.1847,0.145825,0.179551,9754
864,422.38,8.61213,0.139624,0.137085,9754
865,407.69,7.78764,0.103347,0.136803,9754
866,452.207,9.29581,0.139442,0.23,9754
867,399.181,7.92163,0.128638,0.196298,9754
868,449.131,0.470683,0.0245981,0.0283471,9754
869,586.005,7.74324,0.137224,0.210471,9754
534,2325.99,25.7903,0.285448,0.50629,9754
714,2648.59,27.6836,0.373098,0.492689,9754
713,2476.1,34.3407,0.298644,0.568534,9754
517,2234.44,10.359,0.173076,0.202603,9754
712,2215.13,28.1463,0.23568,0.516892,9754
518,2328.06,17.6256,0.254363,0.465714,9754
711,2179.08,31.0723,0.347502,0.466231,9754
519,2358.73,2.96121,0.095392,0.0641586,9754
710,2328.13,17.938,0.24995,0.279951,9754
520,2296.98,32.5655,0.488649,0.595921,9754
709,2143.67,31.5043,0.428221,0.598421,9754
521,2247.26,21.3801,0.298978,0.337231,9754
708,2272.93,27.9247,0.458515,0.393698,9754
522,2390.33,22.9641,0.290096,0.445816,9754
707,2444.17,51.3261,0.582357,0.909175,9754
523,2334.2,15.6106,0.257317,0.310633,9754
706,2484.34,39.6165,0.786263,0.659632,9754
723,2681.72,24.4885,0.293017,0.38796,9754
652,2335.87,12.0382,0.213915,0.170702,9754
722,2341.87,5.24979,0.121939,0.107147,9754
653,2326.21,16.5291,0.27506,0.369265,9754
721,2261.59,4.51263,0.148737,0.0887948,9754
654,2238.17,21.8407,0.249991,0.352619,9754
720,2210.7,4.64633,0.0926788,0.109868,9754
655,2177.65,17.6464,0.271143,0.362294,9754
719,2291.2,5.35726,0.0872453,0.0939404,9754
512,2162.27,6.42022,0.10521,0.125065,9754
718,2314.89,4.8864,0.128765,0.0943422,9754
513,2263.1,6.69433,0.157485,0.0959397,9754
717,2303.74,9.61863,0.186767,0.175932,9754
514,2215.98,8.02646,0.125697,0.117331,9754
716,2345.63,12.4784,0.204574,0.189153,9754
715,2332.85,9.57689,0.175813,0.152514,9754
524,2610.41,18.4522,0.316275,0.416827,9754
884,516.54,2.93253,0.0893797,0.00556116,9754
885,487.552,6.31254,0.0956914,0.103875,9754
886,435.998,6.19485,0.118476,0.143642,9754
887,459.557,5.44673,0.0851096,0.0876783,9754
888,420.822,6.20379,0.110725,0.0907925,9754
889,399.947,5.87513,0.117979,0.0951643,9754
890,410.486,6.61032,0.110049,0.115283,9754
891,373.893,9.51898,0.433791,0.153403,9754
892,376.388,7.23306,0.119712,0.156617,9754
893,393.743,5.42413,0.114908,0.0907077,9754
894,432.731,5.48703,0.143643,0.142111,9754
895,470.71,6.15837,0.0999828,0.103998,9754
896,482.27,6.07054,0.0908678,0.121434,9754
897,534.445,7.67667,0.119908,0.155328,9754
516,2325.22,6.60189,0.202901,0.142365,9754
515,3301.58,2.66489,0.00,0.0495831,9754
898,575.767,6.96081,0.153371,0.131821,9754
899,450.352,9.63764,0.142337,0.203007,9754
900,418.446,6.53326,0.0925136,0.110399,9754
901,425.386,6.89613,0.14355,0.104592,9754
902,484.597,5.31887,0.0951013,0.0995783,9754
903,2477.92,1.17582,0.0547039,0.0112278,9754
904,440.614,6.18588,0.157011,0.179395,9754
905,400.506,6.75488,0.113789,0.119302,9754
906,415.879,6.03179,0.111774,0.148591,9754
907,456.386,7.8395,0.114635,0.21552,9754
908,456.01,6.21494,0.118066,0.167193,9754
909,534.373,9.15639,0.114429,0.202627,9754
910,552.069,10.4592,0.252484,0.221151,9754
911,530.11,8.35508,0.131241,0.169269,9754
651,2378.57,25.252,0.387977,0.751216,9754
