channel, mean, rms, meaner, rmserr, tv
938,775.91,5.55,0,0,1
937,772.31,5.49,0,0,1
936,781.99,6.05,0,0,1
935,772.85,5.16,0,0,1
934,763.2,6.04,0,0,1
933,772.28,5.61,0,0,1
932,775.49,5.27,0,0,1
931,758.17,6.35,0,0,1
930,779.42,5.53,0,0,1
929,761.22,5.95,0,0,1
958,752.82,6.38,0,0,1
957,759.71,5.72,0,0,1
956,3274.35,1.45,0,0,1
955,748.98,6.59,0,0,1
954,746.58,7.17,0,0,1
953,761.55,6.04,0,0,1
952,799.74,7.08,0,0,1
951,807.65,4.69,0,0,1
950,823.58,5.87,0,0,1
949,823.04,3.9,0,0,1
948,812.38,6.93,0,0,1
947,2787.4,1.42,0,0,1
946,813.2,6.86,0,0,1
945,803.3,6.62,0,0,1
894,800.27,6.69,0,0,1
893,821.11,5.96,0,0,1
892,814.6,6.94,0,0,1
891,833.81,5.93,0,0,1
890,811.57,6.99,0,0,1
889,804.46,6.8,0,0,1
888,806.76,7.23,0,0,1
887,796.85,6.65,0,0,1
886,792.89,7.83,0,0,1
885,814.07,5.52,0,0,1
884,821.56,5.34,0,0,1
883,807.95,5.9,0,0,1
882,809.35,5.93,0,0,1
881,810.09,5.8,0,0,1
878,796.48,5.42,0,0,1
877,812.42,5.79,0,0,1
876,843.88,5.06,0,0,1
875,839.37,4.48,0,0,1
874,830.47,4.85,0,0,1
873,837.36,4.22,0,0,1
872,835.45,4.02,0,0,1
871,830.63,5.05,0,0,1
870,794.08,5.19,0,0,1
869,804.92,5.68,0,0,1
868,799.28,6.85,0,0,1
867,792.76,5.13,0,0,1
866,789.64,5.43,0,0,1
865,815.89,5.73,0,0,1
814,782.68,5.12,0,0,1
813,799.13,5.78,0,0,1
812,824.5,4.87,0,0,1
811,805.13,6.03,0,0,1
810,795.36,5.39,0,0,1
809,792.54,5.7,0,0,1
808,801.36,5.63,0,0,1
807,783,5.27,0,0,1
806,787.71,5.14,0,0,1
805,806.72,6.07,0,0,1
804,788.38,5.07,0,0,1
803,794.55,10.03,0,0,1
802,751.09,7.29,0,0,1
801,738.85,6.45,0,0,1
830,766.79,5.86,0,0,1
829,743.56,6.5,0,0,1
828,736.05,6.54,0,0,1
827,729.5,6.21,0,0,1
826,728.16,6.31,0,0,1
825,746.68,6.77,0,0,1
824,730.02,6.55,0,0,1
823,749.47,6.89,0,0,1
822,743.98,7.05,0,0,1
821,759.05,5.2,0,0,1
820,746.74,6.15,0,0,1
819,723.58,6.02,0,0,1
818,752.45,6.4,0,0,1
817,734.14,6.49,0,0,1
561,778.13,70.34,0,0,1
562,764.8,58.59,0,0,1
563,758.74,53.86,0,0,1
564,782.28,55.69,0,0,1
565,774.81,62.7,0,0,1
566,764.98,57.79,0,0,1
567,773.42,63.38,0,0,1
568,778.05,63.83,0,0,1
569,749.33,51.22,0,0,1
570,764.38,62.07,0,0,1
571,741.75,51.29,0,0,1
572,725.32,49.84,0,0,1
573,762.37,57.85,0,0,1
574,766.61,62.61,0,0,1
545,753.67,51.68,0,0,1
546,752.75,53.79,0,0,1
547,781.3,6.16,0,0,1
548,782.04,5.1,0,0,1
549,798.84,5.52,0,0,1
550,799.14,5.34,0,0,1
551,793.45,5.45,0,0,1
552,786.66,5.28,0,0,1
553,793.71,5.46,0,0,1
554,791.61,5.42,0,0,1
555,828.76,5.38,0,0,1
556,793.85,5.51,0,0,1
557,805.3,5.66,0,0,1
558,798.61,5.41,0,0,1
609,791.87,5.4,0,0,1
610,808.13,6.06,0,0,1
611,780.95,4.86,0,0,1
612,776.31,5.61,0,0,1
613,768.42,6.58,0,0,1
614,757.83,5.12,0,0,1
615,745.39,5.93,0,0,1
616,754.36,5.45,0,0,1
617,770.41,4.27,0,0,1
618,758.18,4.83,0,0,1
619,751.43,5.5,0,0,1
620,750.72,5.43,0,0,1
621,756.81,5.03,0,0,1
622,743.9,5.76,0,0,1
625,755.73,5.17,0,0,1
626,736.23,5.41,0,0,1
627,717.69,4.87,0,0,1
628,718.45,1.14,0,0,1
629,719.08,5.14,0,0,1
630,725.55,6.18,0,0,1
631,718.16,5.66,0,0,1
632,715.57,5.33,0,0,1
633,733.33,5.8,0,0,1
634,2225.99,1.78,0,0,1
635,725.9,5.91,0,0,1
636,747.62,6.12,0,0,1
637,721.25,5.57,0,0,1
638,726.48,5.85,0,0,1
689,732.37,5.95,0,0,1
690,731.63,6.35,0,0,1
691,740.51,6.06,0,0,1
692,759.6,5.19,0,0,1
693,745.69,6.24,0,0,1
694,747.2,6.57,0,0,1
695,761.93,4.98,0,0,1
696,746.84,6.73,0,0,1
697,741.56,8.44,0,0,1
698,750.41,6.61,0,0,1
699,714.88,5.2,0,0,1
700,727.88,5.91,0,0,1
701,3979.02,1.18,0,0,1
702,711.66,4.92,0,0,1
673,716.84,5.06,0,0,1
674,1415.14,1.36,0,0,1
675,717.3,5.21,0,0,1
676,716.46,5.21,0,0,1
677,701.92,5.79,0,0,1
678,732.22,5.77,0,0,1
679,730.95,5.73,0,0,1
680,748.93,6.25,0,0,1
681,756.17,5.75,0,0,1
682,732.17,5.88,0,0,1
683,776.79,5.54,0,0,1
684,772.96,3.76,0,0,1
685,807.91,5.71,0,0,1
686,791.6,5.51,0,0,1
737,806.4,5.36,0,0,1
738,795.41,5.73,0,0,1
739,801.11,4.97,0,0,1
740,777.33,4.67,0,0,1
741,795.96,5.18,0,0,1
742,784.56,5.08,0,0,1
743,783.91,4.78,0,0,1
744,791.47,5.45,0,0,1
745,780.9,4.7,0,0,1
746,774.02,3.84,0,0,1
747,774.3,3.92,0,0,1
748,727.69,6.05,0,0,1
749,757.2,1.3,0,0,1
750,797.23,5.14,0,0,1
753,791.61,4.92,0,0,1
754,826.37,4.12,0,0,1
755,797.69,5.05,0,0,1
756,793.49,5.2,0,0,1
757,816.92,5.36,0,0,1
758,801.3,5.12,0,0,1
759,812.6,5.19,0,0,1
760,799.55,5.53,0,0,1
761,812.62,5.51,0,0,1
762,793.99,5.02,0,0,1
763,796.36,5.08,0,0,1
764,795.86,5.17,0,0,1
765,793.83,4.91,0,0,1
766,772.24,5.79,0,0,1
471,774.08,4.38,0,0,1
473,769.92,4.91,0,0,1
475,794.99,5.27,0,0,1
477,772.4,4.22,0,0,1
496,781.69,5.08,0,0,1
495,771.15,4.2,0,0,1
450,768.19,4.39,0,0,1
452,780.77,5.29,0,0,1
454,773.97,3.92,0,0,1
456,773.11,3.8,0,0,1
458,784.5,4.99,0,0,1
460,799.92,5.43,0,0,1
462,790.3,5.08,0,0,1
480,776.74,4.76,0,0,1
431,798.97,5.66,0,0,1
385,789.97,4.97,0,0,1
387,815.96,5.81,0,0,1
389,795.99,4.93,0,0,1
391,822.67,4.81,0,0,1
393,796.74,4.96,0,0,1
395,793.86,5.39,0,0,1
397,770.58,4.22,0,0,1
416,788.03,5.1,0,0,1
447,771.74,9.25,0,0,1
402,784.9,4.73,0,0,1
404,775.46,3.73,0,0,1
406,768.57,4.64,0,0,1
408,2039.4,1.63,0,0,1
410,762.08,3.89,0,0,1
412,799.26,4.3,0,0,1
414,773.89,3.88,0,0,1
432,782.63,4,0,0,1
383,796.37,5.96,0,0,1
337,776.31,4.04,0,0,1
339,774.98,4.17,0,0,1
341,776.75,4.16,0,0,1
343,764.39,4.16,0,0,1
345,784.87,4.69,0,0,1
347,775.55,4.04,0,0,1
349,804.31,5.1,0,0,1
368,763.8,3.97,0,0,1
367,773.01,3.74,0,0,1
322,772.22,3.51,0,0,1
324,767.18,4.16,0,0,1
326,784.86,4.65,0,0,1
328,753.8,4.79,0,0,1
330,755.63,4.72,0,0,1
332,763.53,6.17,0,0,1
334,774.09,4,0,0,1
352,771.79,3.61,0,0,1
303,774.04,3.78,0,0,1
257,801.31,4.73,0,0,1
259,775.92,4.11,0,0,1
261,758.85,4.3,0,0,1
263,788.58,4.48,0,0,1
265,797.71,4.91,0,0,1
267,800.93,4.85,0,0,1
269,770.2,3.63,0,0,1
288,785.53,4.78,0,0,1
319,772.52,3.51,0,0,1
274,790.64,4.63,0,0,1
276,774.26,3.47,0,0,1
278,772.31,3.42,0,0,1
280,735.61,5.56,0,0,1
282,765.06,5.22,0,0,1
284,796.69,5.51,0,0,1
286,771.55,5.14,0,0,1
304,790.32,5.22,0,0,1
255,774.57,5.15,0,0,1
209,793.27,5.13,0,0,1
211,3832.75,12.51,0,0,1
213,791.5,5.23,0,0,1
215,785.98,6.16,0,0,1
217,777.88,4.79,0,0,1
219,786.55,10.64,0,0,1
221,821.52,4.96,0,0,1
240,787.1,12.67,0,0,1
239,783.05,5.1,0,0,1
194,765.07,7.48,0,0,1
196,787.75,5.22,0,0,1
198,774.62,4.72,0,0,1
200,782.94,4.36,0,0,1
202,789.54,5.4,0,0,1
204,787.91,4.51,0,0,1
206,773.74,4.22,0,0,1
224,809.05,31.99,0,0,1
175,788.17,5.36,0,0,1
129,803.92,6.62,0,0,1
131,778.14,5.03,0,0,1
133,775.78,5.2,0,0,1
135,786.16,5.59,0,0,1
137,794.54,6.8,0,0,1
139,780.64,5.12,0,0,1
141,793.25,6.57,0,0,1
160,784.4,5.61,0,0,1
191,769.87,4.95,0,0,1
146,766.02,10.97,0,0,1
148,759.33,4.23,0,0,1
150,759.51,4.46,0,0,1
152,728.62,4.55,0,0,1
154,751.98,4.8,0,0,1
156,753.85,4.77,0,0,1
158,765.59,4.61,0,0,1
176,744.53,4.95,0,0,1
127,761.23,4.26,0,0,1
81,792.43,372.13,0,0,1
83,784.67,4.8,0,0,1
85,891.6,346.74,0,0,1
87,912.92,609.9,0,0,1
89,873.23,536.96,0,0,1
91,834,393.09,0,0,1
93,843.73,286.21,0,0,1
112,769.5,6.45,0,0,1
111,763.29,3.97,0,0,1
66,755.75,4.98,0,0,1
68,764.57,4.16,0,0,1
70,772.14,3.53,0,0,1
72,751.83,4.95,0,0,1
74,754.64,4.65,0,0,1
76,745,4.9,0,0,1
78,739.91,4.75,0,0,1
96,757.56,4.46,0,0,1
47,731.56,4.64,0,0,1
1,3140.01,1.04,0,0,1
3,750.51,4.86,0,0,1
5,736.57,5.09,0,0,1
7,698.84,4.36,0,0,1
9,712.15,3.73,0,0,1
11,778.73,4.67,0,0,1
13,784.08,5.36,0,0,1
32,789.49,4.61,0,0,1
63,777.27,4.77,0,0,1
18,769.43,4.69,0,0,1
20,774.65,4.47,0,0,1
22,775.34,4.3,0,0,1
24,790.91,5.91,0,0,1
26,784.27,5.02,0,0,1
28,786.37,5.5,0,0,1
30,804.17,5.57,0,0,1
48,774.5,4.28,0,0,1
511,783.73,5.64,0,0,1
465,812.87,5.87,0,0,1
467,2103.58,1.35,0,0,1
469,791.03,6.05,0,0,1
281,782.66,6.35,0,0,1
279,774.45,4.64,0,0,1
277,791.49,6.48,0,0,1
275,810.35,6.27,0,0,1
273,823.56,5.14,0,0,1
272,830.27,5.4,0,0,1
271,793.19,6.04,0,0,1
270,826.55,4.92,0,0,1
268,800.18,6.28,0,0,1
266,808.03,6.28,0,0,1
264,814.86,6.22,0,0,1
262,817.44,5.69,0,0,1
260,810.36,6.43,0,0,1
258,809.04,5.78,0,0,1
256,814.86,6.18,0,0,1
335,824.37,4.98,0,0,1
333,804.58,7.69,0,0,1
331,818.4,5.11,0,0,1
329,820.41,4.43,0,0,1
327,826.42,3.72,0,0,1
325,801.31,5.09,0,0,1
323,798.06,4.91,0,0,1
321,809.04,4.81,0,0,1
320,779.12,4.44,0,0,1
351,776.71,4.11,0,0,1
350,838.23,3.68,0,0,1
348,813.2,4.61,0,0,1
346,2804.08,1.09,0,0,1
344,0,0,0,0,1
342,812.8,4.99,0,0,1
340,794.03,4.76,0,0,1
338,2083.59,1.5,0,0,1
336,797.54,11,0,0,1
415,812.08,4.99,0,0,1
413,787.84,4.66,0,0,1
411,814.92,5.15,0,0,1
409,799.13,4.63,0,0,1
407,783.64,4.59,0,0,1
405,789.97,4.46,0,0,1
403,776.71,4.31,0,0,1
401,787.78,4.6,0,0,1
400,810.65,4.88,0,0,1
399,831.26,4.11,0,0,1
398,785.83,4.2,0,0,1
396,801.88,4.92,0,0,1
394,779.14,4.26,0,0,1
392,787.47,4.57,0,0,1
390,2040.7,1.48,0,0,1
388,780.37,4.9,0,0,1
386,816.74,5.29,0,0,1
384,830.33,5.72,0,0,1
463,802.43,5.83,0,0,1
461,805.77,5.73,0,0,1
459,795.98,5.08,0,0,1
457,771.45,4.4,0,0,1
455,834.89,4.17,0,0,1
453,803.21,5.96,0,0,1
451,776.8,4.15,0,0,1
449,794.17,5.3,0,0,1
448,808.62,5.03,0,0,1
479,807.58,5.58,0,0,1
478,782.65,4.67,0,0,1
476,944.97,5.88,0,0,1
474,835.67,4.93,0,0,1
472,762.25,4.1,0,0,1
470,753.93,4.93,0,0,1
468,775.53,4.15,0,0,1
466,773.73,7.3,0,0,1
464,747.47,4.95,0,0,1
31,747.4,5.67,0,0,1
29,747.03,5.21,0,0,1
27,774.1,4.13,0,0,1
25,778.61,4.62,0,0,1
23,755.41,5.34,0,0,1
21,758.27,4.54,0,0,1
19,784.31,5.09,0,0,1
17,764.48,4.31,0,0,1
16,768.91,5.08,0,0,1
15,2052.85,0.93,0,0,1
14,752.44,5.4,0,0,1
12,775.93,4.87,0,0,1
10,773.2,3.55,0,0,1
8,772.57,3.7,0,0,1
6,782.5,4.62,0,0,1
4,764.14,3.78,0,0,1
2,767.91,4.07,0,0,1
0,769.28,3.95,0,0,1
79,777.03,4.27,0,0,1
77,782.88,4.27,0,0,1
75,773.35,3.36,0,0,1
73,774.71,3.5,0,0,1
71,768.37,4.32,0,0,1
69,792.24,4.39,0,0,1
67,778.82,4.32,0,0,1
65,775.31,3.66,0,0,1
64,2072.55,1.14,0,0,1
95,808.82,5.8,0,0,1
94,800.38,4.62,0,0,1
92,795.5,4.71,0,0,1
90,798.34,4.72,0,0,1
88,787.16,4.36,0,0,1
86,798.61,4.66,0,0,1
84,801.82,4.67,0,0,1
82,787.85,4.55,0,0,1
80,780.31,4.05,0,0,1
159,774.24,3.62,0,0,1
157,792.15,4.59,0,0,1
155,2558.04,0.54,0,0,1
153,781.52,4.25,0,0,1
151,746.69,4.82,0,0,1
149,763.35,3.72,0,0,1
147,757.13,4.2,0,0,1
145,775.65,4.24,0,0,1
144,775.81,4.43,0,0,1
143,793.18,4.65,0,0,1
142,775.28,4.23,0,0,1
140,768.28,4.52,0,0,1
138,794.49,4.95,0,0,1
136,763.55,4.25,0,0,1
134,786.86,4.69,0,0,1
132,771.39,3.42,0,0,1
130,786.79,4.58,0,0,1
128,759.6,3.83,0,0,1
207,773.21,4.07,0,0,1
205,773.68,3.8,0,0,1
203,758.95,4.28,0,0,1
201,751.19,4.72,0,0,1
199,724.75,4.49,0,0,1
197,815.19,5.13,0,0,1
195,801.3,4.95,0,0,1
193,806.11,4.93,0,0,1
192,796.59,4.67,0,0,1
223,794.48,4.91,0,0,1
222,776.99,4.41,0,0,1
220,797.87,4.86,0,0,1
218,816.3,5.22,0,0,1
216,798.06,4.8,0,0,1
214,799.62,4.97,0,0,1
212,787.85,4.63,0,0,1
210,800.41,5,0,0,1
208,793.06,4.57,0,0,1
287,807.35,4.06,0,0,1
285,799.11,4.65,0,0,1
283,795.75,6.59,0,0,1
510,815.68,5.78,0,0,1
509,776.55,3.99,0,0,1
508,785.4,4.13,0,0,1
507,783.42,4.39,0,0,1
506,812.37,4.24,0,0,1
505,795.91,4.53,0,0,1
504,799.95,4.61,0,0,1
503,825.49,3.74,0,0,1
502,793.92,4.49,0,0,1
501,794.07,4.5,0,0,1
500,776.68,3.96,0,0,1
499,795.7,4.63,0,0,1
498,776.93,4.03,0,0,1
497,3888.23,2.17,0,0,1
494,773.79,3.32,0,0,1
493,787.38,5.44,0,0,1
492,753.85,6.69,0,0,1
491,763.2,3.71,0,0,1
490,776.48,3.96,0,0,1
489,779.93,4.29,0,0,1
488,808.2,4.58,0,0,1
487,746.31,4.61,0,0,1
486,2636.72,1.17,0,0,1
485,762.56,3.29,0,0,1
484,752.68,4.27,0,0,1
483,36.11,1.92,0,0,1
482,769.27,4.08,0,0,1
481,756.36,4.62,0,0,1
430,766.13,4.11,0,0,1
429,779.79,4.22,0,0,1
428,780.41,4.27,0,0,1
427,776.39,4.19,0,0,1
426,829.47,5.78,0,0,1
425,799.28,5.62,0,0,1
424,830.01,6.16,0,0,1
423,818.43,5.28,0,0,1
422,819.54,6.03,0,0,1
421,808.85,5.75,0,0,1
420,805.29,6.92,0,0,1
419,811.33,5.24,0,0,1
418,821.87,5.61,0,0,1
417,808.49,5.5,0,0,1
446,832.78,6.31,0,0,1
445,805.87,5.47,0,0,1
444,814.52,6.71,0,0,1
443,824.83,4.11,0,0,1
442,829.78,6.79,0,0,1
441,822.99,4.4,0,0,1
440,759.2,5.06,0,0,1
439,736.4,6.08,0,0,1
438,717.21,4.83,0,0,1
437,734.89,4.85,0,0,1
436,734.26,5.2,0,0,1
435,730.56,10.29,0,0,1
434,745,5.4,0,0,1
433,751.1,5.89,0,0,1
382,726.93,4.97,0,0,1
381,734.39,6.67,0,0,1
380,742.18,5.67,0,0,1
379,743.21,7.1,0,0,1
378,759.1,4.7,0,0,1
377,751.5,7.15,0,0,1
376,746.57,5.71,0,0,1
375,714.68,4.77,0,0,1
374,787.21,6.56,0,0,1
373,825.58,3.98,0,0,1
372,807.68,4.81,0,0,1
371,797.67,4.54,0,0,1
370,800.44,4.61,0,0,1
369,794.5,4.6,0,0,1
366,819.56,4.61,0,0,1
365,795.69,4.6,0,0,1
364,824.58,3.86,0,0,1
363,802.65,4.86,0,0,1
362,803.56,4.9,0,0,1
361,806.87,4.81,0,0,1
360,816.5,5.06,0,0,1
359,781.2,4.12,0,0,1
358,778.25,4.03,0,0,1
357,773.32,5.93,0,0,1
356,787.18,7,0,0,1
355,776.2,4.19,0,0,1
354,777.18,4.19,0,0,1
353,774.18,3.79,0,0,1
302,769.58,4.04,0,0,1
301,772.73,3.61,0,0,1
300,774.64,4.08,0,0,1
299,771.83,3.47,0,0,1
298,771.8,3.33,0,0,1
297,786.1,4.6,0,0,1
296,778.3,4.3,0,0,1
295,775.75,3.7,0,0,1
294,784.35,4.31,0,0,1
293,751.56,5.24,0,0,1
292,740.89,4.71,0,0,1
291,748.8,6.59,0,0,1
290,839.28,4.6,0,0,1
289,832.68,4.79,0,0,1
318,839.63,4.36,0,0,1
317,843.8,5.28,0,0,1
316,831.31,4.74,0,0,1
315,832.05,4.85,0,0,1
314,841.74,5.04,0,0,1
313,840.25,4.52,0,0,1
312,844.29,5.11,0,0,1
311,840.96,4.69,0,0,1
310,841.46,4.96,0,0,1
309,837.33,3.91,0,0,1
308,865.42,6.09,0,0,1
307,841.69,4.87,0,0,1
306,835.66,5.36,0,0,1
305,837.59,5.34,0,0,1
49,778.9,6.01,0,0,1
50,793.4,6.91,0,0,1
51,789.31,5.51,0,0,1
52,803.28,6.2,0,0,1
53,776.26,4.79,0,0,1
54,780.08,5.34,0,0,1
55,780.65,5.16,0,0,1
56,790.74,5.68,0,0,1
57,801.6,5.85,0,0,1
58,811.21,5.69,0,0,1
59,772.01,4.84,0,0,1
60,2715.65,1.39,0,0,1
61,782.29,5.41,0,0,1
62,783.75,4.2,0,0,1
33,788.06,5.24,0,0,1
34,754.12,8.68,0,0,1
35,774.87,4.45,0,0,1
36,774.35,3.79,0,0,1
37,785.67,4.75,0,0,1
38,762.43,3.63,0,0,1
39,758.06,4.36,0,0,1
40,800.77,4.68,0,0,1
41,772.04,3.25,0,0,1
42,764.8,4.25,0,0,1
43,787.23,4.66,0,0,1
44,796.08,4.52,0,0,1
45,782.62,4.36,0,0,1
46,802.89,4.86,0,0,1
97,795.53,4.91,0,0,1
98,800.77,5.22,0,0,1
99,779.18,4.42,0,0,1
100,785.1,5.51,0,0,1
101,792,6,0,0,1
102,770.86,3.54,0,0,1
103,777.4,4.46,0,0,1
104,779.86,4.66,0,0,1
105,785.96,4.57,0,0,1
106,760.92,4.11,0,0,1
107,739.08,4.79,0,0,1
108,770.13,4.12,0,0,1
109,766.82,4.69,0,0,1
110,785.51,4.66,0,0,1
113,777.34,4.33,0,0,1
114,767.23,4.51,0,0,1
115,754.5,4.99,0,0,1
116,731.06,1.31,0,0,1
117,770.61,4.28,0,0,1
118,741.55,6.1,0,0,1
119,737.03,5.45,0,0,1
120,769.73,4.42,0,0,1
121,740.89,5.4,0,0,1
122,714.51,4.74,0,0,1
123,752.36,4.7,0,0,1
124,715.44,4.55,0,0,1
125,2561.75,0.71,0,0,1
126,722.32,4.92,0,0,1
177,736.29,5.42,0,0,1
178,740.72,5.21,0,0,1
179,728.43,5.25,0,0,1
180,738.1,4.71,0,0,1
181,749.35,5.25,0,0,1
182,746.53,5.2,0,0,1
183,728.63,5.08,0,0,1
184,730.15,5.14,0,0,1
185,721.06,7.68,0,0,1
186,732.98,5.09,0,0,1
187,746.96,4.15,0,0,1
188,753.57,4.78,0,0,1
189,728.29,4.76,0,0,1
190,732.1,4.76,0,0,1
161,723.45,4.57,0,0,1
162,756.92,4.74,0,0,1
163,754.25,4.71,0,0,1
164,737.1,4.86,0,0,1
165,758.11,4.41,0,0,1
166,754.13,4.75,0,0,1
167,758.12,4.19,0,0,1
168,755.13,5.15,0,0,1
169,745.89,5.19,0,0,1
170,746.71,5.66,0,0,1
171,774.64,4.44,0,0,1
172,772.7,3.55,0,0,1
173,804.74,5.09,0,0,1
174,800.73,4.92,0,0,1
225,801.18,4.89,0,0,1
226,784.69,4.51,0,0,1
227,799.87,4.61,0,0,1
228,785.93,4.4,0,0,1
229,775.86,3.92,0,0,1
230,774.91,3.9,0,0,1
231,766.24,4.09,0,0,1
232,781.46,4.44,0,0,1
233,756.77,4.06,0,0,1
234,763.54,3.69,0,0,1
235,755.51,4.49,0,0,1
236,770.4,4.83,0,0,1
237,2077.47,1.25,0,0,1
238,783.53,4.49,0,0,1
241,781.43,4.36,0,0,1
242,783.85,4.43,0,0,1
243,776.35,4.16,0,0,1
244,775.22,3.9,0,0,1
245,2900.26,1.25,0,0,1
246,797.16,4.68,0,0,1
247,772.99,3.27,0,0,1
248,772.55,3.1,0,0,1
249,787.65,4.32,0,0,1
250,784.45,4.19,0,0,1
251,786.63,4.09,0,0,1
252,778.7,4.35,0,0,1
253,765.91,3.73,0,0,1
254,772.74,4.41,0,0,1
